INCIDENT_ID,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,Month,Year,Date
CR_115398,0,24,24,0,0,9,8,0,5,1,231,1.0,102,142,34,1,2006,13
CR_188702,7,33,32,2,1,9,8,0,5,1,174,,112,29,43,9,2017,24
CR_14653,0,33,32,2,1,9,8,1,6,1,249,1.0,112,29,34,4,1993,15
CR_19927,0,16,15,0,0,1,0,1,6,1,0,1.0,98,29,34,3,1994,29
CR_40513,0,47,48,7,3,6,4,1,2,1,316,1.0,72,133,34,11,1996,23
CR_136996,0,15,14,3,5,6,4,1,5,1,0,1.0,72,80,34,3,2009,19
CR_144126,0,21,23,4,1,2,7,1,6,1,249,1.0,103,29,34,12,2010,20
CR_176564,7,36,34,2,1,9,8,1,5,1,316,1.0,92,29,34,4,2015,24
CR_54927,1,36,34,2,1,15,10,0,5,1,174,0.0,92,29,48,11,1998,25
CR_76926,0,21,23,4,1,2,7,0,5,1,249,1.0,103,29,34,12,2001,12
CR_147878,0,49,49,6,5,4,2,0,5,1,174,1.0,103,142,34,7,2010,27
CR_126734,0,47,48,7,3,3,5,1,5,1,174,1.0,103,29,34,12,2007,29
CR_67238,0,15,14,3,5,9,8,1,6,1,0,1.0,103,103,34,3,2000,26
CR_90939,0,4,4,6,5,5,6,1,6,1,249,1.0,103,29,34,6,2003,28
CR_64117,1,49,49,6,5,15,10,0,5,1,174,0.0,67,93,0,6,1999,5
CR_24966,0,4,4,6,5,1,0,0,5,10,174,0.0,18,138,46,6,1995,19
CR_30064,0,36,34,2,1,1,0,0,5,1,249,1.0,92,29,34,3,1995,1
CR_25070,0,4,4,6,5,1,0,1,6,1,249,1.0,72,29,34,12,1995,30
CR_118631,0,45,45,10,3,9,8,1,6,1,316,1.0,72,29,34,6,2006,30
CR_89651,0,2,3,10,3,8,3,1,2,1,249,0.0,112,29,34,5,2003,21
CR_153839,1,46,46,3,5,15,10,1,5,1,249,1.0,72,29,34,12,2011,12
CR_136367,0,5,5,3,5,4,2,1,6,1,249,1.0,72,29,34,7,2009,31
CR_141051,0,46,46,3,5,7,1,2,6,1,316,1.0,112,80,34,11,2009,23
CR_178884,0,4,4,6,5,1,0,0,5,1,174,0.0,18,130,46,7,2016,9
CR_18557,0,3,2,3,5,4,2,2,6,2,249,2.0,103,29,34,11,1994,4
CR_19494,1,9,10,7,3,15,10,1,5,1,249,1.0,103,93,34,2,1994,7
CR_156676,0,21,23,4,1,2,7,1,6,1,249,1.0,103,62,34,9,2012,1
CR_198463,0,49,49,6,5,2,7,0,5,3,249,3.0,109,29,34,8,2018,2
CR_133472,0,39,39,6,5,5,6,0,5,1,249,1.0,72,93,34,2,2008,28
CR_78317,0,33,32,2,1,8,3,1,6,1,249,1.0,113,130,34,9,2001,13
CR_41650,0,4,4,6,5,1,0,0,5,1,174,1.0,103,14,34,7,1997,23
CR_119220,0,47,48,7,3,3,5,1,5,1,174,0.0,24,29,0,12,2006,27
CR_79735,1,36,34,2,1,15,10,1,6,1,249,1.0,92,130,34,10,2001,4
CR_182226,0,36,34,2,1,1,0,1,5,1,174,0.0,92,29,43,1,2016,15
CR_4152,0,45,45,10,3,1,0,3,6,1,316,1.0,72,62,34,10,1991,11
CR_87430,0,36,34,2,1,1,0,0,5,1,174,0.0,92,133,0,9,2002,30
CR_78822,0,33,32,2,1,5,6,1,2,1,249,1.0,103,93,34,3,2001,14
CR_127021,0,50,51,0,0,2,7,1,6,1,316,1.0,103,80,34,7,2007,29
CR_37457,1,30,35,7,3,15,10,0,5,1,174,0.0,112,29,23,3,1996,9
CR_169096,0,21,23,4,1,2,7,1,6,1,249,1.0,103,62,34,10,2014,27
CR_23276,0,40,40,2,1,1,0,1,5,1,102,1.0,92,29,34,1,1994,30
CR_158474,0,35,30,3,5,1,0,0,5,2,174,2.0,103,80,34,2,2012,7
CR_45260,3,24,24,0,0,9,8,1,6,1,316,1.0,2,29,34,3,1997,28
CR_58693,1,4,4,6,5,16,12,3,6,6,316,6.0,54,119,34,8,1999,21
CR_175060,0,24,24,0,0,5,6,3,6,1,249,1.0,103,107,34,5,2015,16
CR_85007,0,19,19,1,3,6,4,1,2,2,249,2.0,98,142,34,4,2002,22
CR_103386,0,42,42,7,3,8,3,7,3,7,249,0.0,72,29,34,10,2004,8
CR_144148,0,21,23,4,1,2,7,0,5,1,249,1.0,103,80,34,6,2010,11
CR_8218,5,33,32,2,1,17,11,0,5,1,316,1.0,113,130,34,11,1992,15
CR_196887,0,37,37,0,0,3,5,0,5,2,74,2.0,103,142,34,6,2018,13
CR_68229,1,22,22,7,3,15,10,0,5,1,174,0.0,113,29,43,3,2000,9
CR_63084,0,39,39,6,5,2,7,1,6,1,316,1.0,72,29,34,6,1999,1
CR_86572,0,32,31,4,1,6,4,1,6,1,316,1.0,72,29,34,9,2002,9
CR_77036,0,21,23,4,1,4,2,0,5,1,249,1.0,112,133,34,3,2001,31
CR_172195,0,49,49,6,5,6,4,1,5,3,137,3.0,103,107,34,9,2014,13
CR_32176,0,3,2,3,5,3,5,3,6,1,316,1.0,72,29,34,3,1996,7
CR_142460,0,4,4,6,5,6,4,0,5,1,174,1.0,103,107,34,6,2010,19
CR_75598,1,9,10,7,3,15,10,2,6,1,174,1.0,103,93,34,11,2001,29
CR_110226,1,36,34,2,1,15,10,0,5,1,249,1.0,92,142,34,1,2005,7
CR_58035,0,4,4,6,5,3,5,0,5,1,174,0.0,72,29,23,8,1999,16
CR_76537,0,21,23,4,1,7,1,1,6,1,174,0.0,112,93,0,3,2001,23
CR_31098,0,40,40,2,1,1,0,3,2,3,249,3.0,72,142,34,1,1995,18
CR_26347,0,5,5,3,5,3,5,1,5,1,249,1.0,72,142,34,8,1995,28
CR_142788,0,4,4,6,5,6,4,1,6,1,249,1.0,103,93,34,4,2010,8
CR_156444,0,19,19,1,3,2,7,0,5,1,249,1.0,103,29,34,5,2012,19
CR_145548,0,33,32,2,1,6,4,0,5,1,249,1.0,72,29,34,9,2010,22
CR_122133,0,19,19,1,3,8,3,1,6,1,249,1.0,72,29,34,4,2007,14
CR_184486,0,2,3,10,3,5,6,0,5,2,174,2.0,34,29,34,10,2017,20
CR_66021,0,4,4,6,5,1,0,0,5,1,174,0.0,31,93,0,5,2000,19
CR_44387,0,21,23,4,1,2,7,0,5,1,174,0.0,103,80,48,8,1997,29
CR_58333,0,4,4,6,5,2,7,1,6,1,249,1.0,103,29,34,5,1999,24
CR_112216,0,4,4,6,5,4,2,2,5,1,316,1.0,72,62,34,9,2006,4
CR_162845,0,19,19,1,3,8,3,0,5,1,329,1.0,103,142,34,5,2013,26
CR_63377,1,42,42,7,3,15,10,1,2,1,316,1.0,103,142,34,6,1999,1
CR_155243,0,4,4,6,5,4,2,0,5,1,174,1.0,111,14,34,2,2012,10
CR_130619,0,24,24,0,0,4,2,1,6,3,200,2.0,59,93,9,4,2008,10
CR_16550,0,37,37,0,0,7,1,1,6,2,249,2.0,103,29,34,2,1993,5
CR_183084,0,37,37,0,0,2,7,2,6,1,249,1.0,72,29,34,7,2016,8
CR_91052,0,4,4,6,5,1,0,1,6,1,316,1.0,72,62,34,5,2003,23
CR_34802,1,9,10,7,3,15,10,1,5,1,249,1.0,72,29,34,3,1996,8
CR_159126,1,36,34,2,1,15,10,0,5,1,174,0.0,103,93,43,8,2012,31
CR_97738,0,4,4,6,5,1,0,1,6,1,249,1.0,103,29,34,12,2004,3
CR_38360,0,34,33,3,5,5,6,4,6,1,249,1.0,72,62,34,8,1996,14
CR_164203,0,31,36,9,0,7,1,2,6,1,316,1.0,113,29,34,10,2013,7
CR_14799,0,33,32,2,1,5,6,1,2,1,249,1.0,103,142,34,12,1993,23
CR_154941,0,4,4,6,5,6,4,1,6,1,316,1.0,72,29,34,9,2012,19
CR_98260,0,4,4,6,5,1,0,1,2,1,316,1.0,2,80,34,1,2004,16
CR_118175,0,40,40,2,1,6,4,0,5,1,316,1.0,98,142,34,10,2006,4
CR_93034,7,22,22,7,3,9,8,0,5,1,174,0.0,112,14,23,1,2003,26
CR_196464,0,36,34,2,1,1,0,1,5,1,174,,92,93,0,10,2018,1
CR_78806,0,33,32,2,1,8,3,0,5,1,174,0.0,92,29,43,2,2001,18
CR_118887,0,46,46,3,5,4,2,0,5,1,174,1.0,103,80,34,4,2006,9
CR_84121,0,6,6,4,1,7,1,0,5,1,174,0.0,18,53,46,12,2002,15
CR_44310,0,21,23,4,1,2,7,0,5,1,174,0.0,103,80,43,7,1997,20
CR_108042,0,24,24,0,0,4,2,1,2,1,249,1.0,72,62,34,6,2005,7
CR_113106,0,4,4,6,5,1,0,1,5,3,316,3.0,72,62,34,2,2006,23
CR_57625,0,4,4,6,5,1,0,1,6,1,0,1.0,12,103,34,8,1999,29
CR_160565,7,49,49,6,5,9,8,0,5,1,174,0.0,112,93,23,9,2012,18
CR_112597,0,4,4,6,5,1,0,1,2,1,249,1.0,103,62,34,3,2006,17
CR_91017,0,4,4,6,5,1,0,0,5,1,174,1.0,103,29,34,6,2003,1
CR_122112,1,19,19,1,3,16,12,0,5,1,174,0.0,112,29,43,10,2007,3
CR_112260,0,4,4,6,5,6,4,1,6,1,316,1.0,72,80,34,12,2006,8
CR_182543,0,36,34,2,1,1,0,1,6,1,316,1.0,92,62,34,6,2016,25
CR_91656,0,7,8,7,3,2,7,1,5,1,127,1.0,103,130,34,4,2003,28
CR_52636,0,24,24,0,0,8,3,0,5,1,174,1.0,103,29,34,8,1998,4
CR_67924,0,21,23,4,1,8,3,0,5,1,174,0.0,112,29,43,5,2000,15
CR_65565,0,4,4,6,5,6,4,1,2,1,316,1.0,72,142,34,4,2000,17
CR_20932,0,33,32,2,1,7,1,1,6,1,249,1.0,92,29,34,9,1994,21
CR_159196,0,36,34,2,1,4,2,1,6,2,174,0.0,103,93,43,7,2012,7
CR_149038,0,4,4,6,5,3,5,1,6,2,316,2.0,42,29,34,12,2011,3
CR_192446,0,4,4,6,5,5,6,1,2,1,0,1.0,115,80,34,1,2018,16
CR_4563,0,3,2,3,5,2,7,1,6,2,316,2.0,103,29,34,3,1992,22
CR_155167,0,4,4,6,5,3,5,0,5,1,174,0.0,97,124,23,9,2012,1
CR_69015,1,26,27,9,0,13,18,3,6,4,249,4.0,102,29,34,12,2000,1
CR_4319,0,49,49,6,5,7,1,1,5,1,249,1.0,103,29,34,11,1991,19
CR_70025,0,36,34,2,1,1,0,0,5,1,249,1.0,92,142,34,2,2000,23
CR_78019,0,26,27,9,0,3,5,1,6,1,249,1.0,92,133,34,9,2001,13
CR_59815,0,18,18,9,0,3,5,1,5,1,249,1.0,103,29,34,3,1999,9
CR_4634,0,3,2,3,5,2,7,8,6,1,249,1.0,103,93,34,4,1992,24
CR_39788,0,40,40,2,1,5,6,1,6,1,249,1.0,72,93,34,1,1996,8
CR_78654,0,33,32,2,1,5,6,1,2,1,249,1.0,59,142,34,5,2001,7
CR_168873,7,21,23,4,1,9,8,0,5,1,174,0.0,103,29,18,10,2014,17
CR_159220,7,36,34,2,1,9,8,0,5,2,174,0.0,92,29,43,4,2012,16
CR_173228,0,4,4,6,5,3,5,2,6,2,249,2.0,103,62,34,7,2015,25
CR_164385,0,33,32,2,1,5,6,1,6,1,0,1.0,72,107,34,5,2013,17
CR_39591,0,39,39,6,5,6,4,0,5,1,127,1.0,103,29,34,12,1996,22
CR_152149,0,33,32,2,1,6,4,1,6,1,249,1.0,103,93,34,3,2011,28
CR_88641,0,45,45,10,3,6,4,1,6,1,0,0.0,103,6,34,2,2002,20
CR_95077,0,36,34,2,1,1,0,1,2,1,249,1.0,92,62,34,4,2003,29
CR_121523,5,8,7,7,3,16,12,0,5,3,174,1.0,18,133,11,12,2007,21
CR_86172,0,25,25,9,0,5,6,1,6,1,249,1.0,112,29,34,2,2002,25
CR_169407,7,24,24,0,0,9,8,1,2,1,316,1.0,72,62,34,6,2014,25
CR_34215,0,4,4,6,5,5,6,1,6,1,174,1.0,24,29,34,6,1996,5
CR_65332,0,4,4,6,5,1,0,0,5,1,174,1.0,24,29,34,2,2000,7
CR_170403,0,36,34,2,1,1,0,1,6,1,316,1.0,92,124,34,3,2014,4
CR_52342,7,22,22,7,3,9,8,0,5,1,174,0.0,112,119,23,9,1998,6
CR_146244,0,36,34,2,1,1,0,0,5,1,316,1.0,92,93,34,3,2010,10
CR_96297,0,45,45,10,3,1,0,0,5,1,316,1.0,103,93,34,1,2003,1
CR_183123,0,37,37,0,0,2,7,0,5,1,127,1.0,103,0,34,9,2016,15
CR_84662,0,16,15,0,0,5,6,5,2,1,0,1.0,112,142,34,10,2002,11
CR_47016,0,36,34,2,1,1,0,0,5,1,249,1.0,92,29,34,8,1997,30
CR_178826,0,4,4,6,5,1,0,0,5,1,174,1.0,103,93,34,3,2016,1
CR_48610,1,49,49,6,5,15,10,1,1,1,316,1.0,72,29,34,4,1997,25
CR_61526,0,33,32,2,1,8,3,1,2,1,316,1.0,72,142,34,2,1999,16
CR_65426,0,4,4,6,5,1,0,2,6,1,303,1.0,54,62,34,4,2000,24
CR_37791,0,33,32,2,1,8,3,1,6,1,249,1.0,72,29,34,3,1996,23
CR_35858,0,21,23,4,1,2,7,0,5,1,174,1.0,103,14,34,4,1996,3
CR_114941,1,22,22,7,3,15,10,1,6,1,174,1.0,103,29,34,4,2006,14
CR_185271,0,4,4,6,5,5,6,0,5,1,174,1.0,103,62,34,3,2017,6
CR_50202,0,4,4,6,5,1,0,0,5,1,174,1.0,103,119,34,6,1998,1
CR_172807,1,4,4,6,5,15,10,1,3,1,249,1.0,111,107,34,5,2015,1
CR_147784,0,49,49,6,5,7,1,0,5,2,128,1.0,24,119,9,6,2010,25
CR_33591,1,4,4,6,5,15,10,3,6,1,316,1.0,72,80,34,5,1996,21
CR_103888,0,45,45,10,3,1,0,1,2,1,0,1.0,72,62,34,5,2004,22
CR_12224,0,9,10,7,3,6,4,2,6,1,0,1.0,72,29,34,10,1993,19
CR_130842,0,24,24,0,0,2,7,1,6,1,316,1.0,72,142,34,3,2008,1
CR_100397,0,24,24,0,0,9,8,1,2,1,0,0.0,112,29,34,5,2004,14
CR_82452,0,4,4,6,5,7,1,0,5,1,249,1.0,103,93,34,5,2002,14
CR_108528,0,25,25,9,0,5,6,1,2,1,0,1.0,92,62,34,9,2005,12
CR_176252,0,36,34,2,1,1,0,1,5,1,174,0.0,103,93,43,5,2015,6
CR_61149,0,25,25,9,0,6,4,0,6,1,174,0.0,98,29,43,3,1999,14
CR_113899,0,9,10,7,3,4,2,3,2,2,303,2.0,54,142,34,7,2006,2
CR_129398,0,15,14,3,5,4,2,1,5,1,249,1.0,103,29,34,6,2008,18
CR_97913,0,4,4,6,5,4,2,0,5,1,174,1.0,103,29,34,10,2004,9
CR_126094,0,44,44,1,3,2,7,1,6,1,249,1.0,103,29,34,6,2007,30
CR_35136,0,16,15,0,0,6,4,1,1,1,316,1.0,98,142,34,4,1996,11
CR_181459,0,26,27,9,0,9,8,2,6,2,158,2.0,103,29,34,4,2016,18
CR_118397,0,43,43,9,0,5,6,1,5,1,328,1.0,72,142,34,4,2006,12
CR_124003,0,33,32,2,1,6,4,0,5,1,316,1.0,72,29,34,6,2007,29
CR_78978,0,33,32,2,1,7,1,1,6,1,249,1.0,34,6,34,9,2001,14
CR_193531,0,11,11,7,3,6,4,1,6,1,316,1.0,103,130,34,4,2018,13
CR_39508,0,38,38,10,3,6,4,0,5,1,174,1.0,103,29,34,10,1996,11
CR_79546,0,36,34,2,1,1,0,0,5,1,249,1.0,103,93,34,10,2001,14
CR_31784,1,47,48,7,3,15,10,0,5,1,174,0.0,112,93,48,5,1995,5
CR_168802,0,21,23,4,1,6,4,1,6,1,0,1.0,98,57,34,11,2014,1
CR_102971,0,37,37,0,0,2,7,1,2,2,21,0.0,72,142,34,9,2004,20
CR_21872,0,36,34,2,1,1,0,0,5,1,174,0.0,18,93,46,3,1994,23
CR_138231,0,24,24,0,0,8,3,1,6,1,316,1.0,103,29,34,7,2009,17
CR_49288,0,4,4,6,5,5,6,1,5,1,174,1.0,103,29,34,1,1998,10
CR_100593,0,24,24,0,0,4,2,1,6,1,316,0.0,103,142,34,2,2004,4
CR_48357,0,45,45,10,3,1,0,8,2,2,316,2.0,72,142,34,11,1997,9
CR_190338,0,40,40,2,1,1,0,0,5,1,316,1.0,103,29,34,5,2017,1
CR_86991,0,33,32,2,1,5,6,0,5,1,174,0.0,103,93,43,9,2002,10
CR_195941,0,33,32,2,1,6,4,1,6,1,249,1.0,92,87,34,2,2018,15
CR_10375,0,45,45,10,3,3,5,1,6,2,316,2.0,72,103,34,6,1992,21
CR_164312,0,33,32,2,1,6,4,0,5,1,174,0.0,103,142,43,8,2013,6
CR_97219,0,3,2,3,5,1,0,1,0,1,316,1.0,72,14,34,7,2004,17
CR_145089,0,30,35,7,3,5,6,0,5,2,174,2.0,103,93,34,10,2010,31
CR_43380,0,11,11,7,3,3,5,1,6,1,249,1.0,72,29,34,7,1997,31
CR_144225,0,21,23,4,1,5,6,0,5,1,0,1.0,72,87,34,2,2010,28
CR_102376,1,36,34,2,1,15,10,0,5,1,174,0.0,92,93,43,5,2004,5
CR_110969,1,44,44,1,3,15,10,1,6,1,249,1.0,103,0,34,6,2005,8
CR_86192,0,25,25,9,0,3,5,1,2,1,249,1.0,72,142,34,9,2002,16
CR_126351,0,45,45,10,3,1,0,2,2,1,316,1.0,92,29,34,7,2007,2
CR_5566,0,14,17,9,0,7,1,0,5,1,0,1.0,98,80,34,9,1992,6
CR_181113,0,24,24,0,0,6,4,1,6,1,249,1.0,72,29,34,3,2016,16
CR_111873,0,50,51,0,0,2,7,1,2,1,174,1.0,72,0,34,4,2005,27
CR_21440,0,33,32,2,1,8,3,0,5,1,174,0.0,103,14,43,8,1994,3
CR_62389,0,36,34,2,1,1,0,1,2,1,127,0.0,103,142,43,10,1999,25
CR_131545,0,33,32,2,1,6,4,0,5,1,174,0.0,112,29,43,4,2008,23
CR_123127,0,24,24,0,0,7,1,1,6,2,249,2.0,98,29,34,9,2007,15
CR_192490,0,4,4,6,5,4,2,2,3,1,316,1.0,113,29,34,7,2018,4
CR_64371,0,51,50,7,3,5,6,1,6,2,200,1.0,72,29,34,11,1999,9
CR_23728,0,45,45,10,3,2,7,4,6,1,249,1.0,72,62,34,4,1994,13
CR_66245,0,4,4,6,5,2,7,1,2,2,0,2.0,109,62,34,5,2000,7
CR_32426,0,4,4,6,5,5,6,1,5,1,249,1.0,18,93,34,3,1996,8
CR_23427,7,41,41,4,1,9,8,0,5,1,249,1.0,72,62,34,9,1994,20
CR_17236,0,40,40,2,1,1,0,3,6,1,0,1.0,72,142,34,3,1993,11
CR_23160,5,40,40,2,1,12,16,1,6,2,249,2.0,92,29,34,1,1994,27
CR_18293,0,49,49,6,5,4,2,0,5,2,189,1.0,72,29,39,11,1993,15
CR_107271,0,21,23,4,1,6,4,2,6,1,0,1.0,112,14,34,10,2005,19
CR_1083,1,22,22,7,3,15,10,1,6,1,316,1.0,72,62,34,1,1991,10
CR_69669,0,33,32,2,1,5,6,0,5,1,174,0.0,112,93,43,8,2000,22
CR_48466,1,47,48,7,3,11,17,7,3,6,0,6.0,88,29,34,6,1997,24
CR_28383,0,25,25,9,0,6,4,0,6,1,174,0.0,112,29,48,4,1995,20
CR_188286,0,25,25,9,0,7,1,1,5,1,174,,18,133,46,8,2017,18
CR_57419,0,4,4,6,5,1,0,1,2,1,316,1.0,98,142,34,1,1999,6
CR_46158,0,33,32,2,1,6,4,0,5,1,174,0.0,92,133,43,11,1997,10
CR_53296,0,26,27,9,0,3,5,0,5,1,174,1.0,103,29,34,7,1998,2
CR_145571,0,33,32,2,1,5,6,0,5,1,174,0.0,72,29,43,9,2010,26
CR_17069,0,40,40,2,1,5,6,1,6,1,316,1.0,24,130,34,2,1993,4
CR_131856,0,33,32,2,1,5,6,1,2,1,249,1.0,112,93,34,1,2008,15
CR_72990,0,4,4,6,5,5,6,1,6,1,174,0.0,59,130,23,10,2001,9
CR_147895,0,49,49,6,5,4,2,1,2,1,316,1.0,92,107,34,4,2010,6
CR_14180,0,24,24,0,0,5,6,1,6,1,249,1.0,103,103,34,7,1993,15
CR_23580,0,45,45,10,3,8,3,0,6,1,249,1.0,24,29,34,7,1994,13
CR_105528,7,4,4,6,5,9,8,0,5,1,174,0.0,98,93,0,11,2005,9
CR_33731,1,4,4,6,5,15,10,1,6,1,249,1.0,103,29,34,7,1996,20
CR_161968,0,5,5,3,5,4,2,0,5,1,174,0.0,54,29,0,6,2013,11
CR_80370,0,39,39,6,5,2,7,1,2,1,316,1.0,2,142,34,6,2001,28
CR_67413,0,16,15,0,0,1,0,0,5,1,174,1.0,103,14,34,5,2000,3
CR_25509,1,4,4,6,5,16,12,3,6,1,249,1.0,72,29,34,2,1995,2
CR_167263,0,4,4,6,5,7,1,3,6,4,249,4.0,103,29,34,5,2014,7
CR_8078,0,33,32,2,1,5,6,0,5,1,249,1.0,103,93,34,2,1992,7
CR_20947,0,33,32,2,1,7,1,2,6,1,249,1.0,72,77,34,9,1994,9
CR_192492,0,4,4,6,5,4,2,1,6,1,0,1.0,72,29,34,7,2018,5
CR_46929,0,36,34,2,1,1,0,1,5,1,174,0.0,92,93,43,5,1997,12
CR_162517,0,16,15,0,0,6,4,0,5,1,174,1.0,112,80,34,12,2013,20
CR_55755,1,44,44,1,3,12,16,1,5,1,127,1.0,103,80,34,6,1998,10
CR_97135,0,3,2,3,5,3,5,1,2,1,316,1.0,112,80,34,10,2004,6
CR_123532,0,25,25,9,0,5,6,1,6,1,249,1.0,103,29,34,12,2007,3
CR_46895,0,36,34,2,1,1,0,1,5,1,249,1.0,92,93,34,3,1997,26
CR_56097,0,46,46,3,5,4,2,0,5,1,249,1.0,112,93,34,3,1998,9
CR_109319,0,33,32,2,1,6,4,1,6,1,249,1.0,103,29,34,12,2005,9
CR_9862,0,39,39,6,5,3,5,0,5,1,174,1.0,72,103,34,1,1992,24
CR_102722,0,37,37,0,0,7,1,1,2,1,316,0.0,103,142,34,11,2004,23
CR_37617,0,33,32,2,1,7,1,1,6,1,316,1.0,113,130,34,6,1996,2
CR_40895,0,3,2,3,5,1,0,2,5,2,316,2.0,72,107,34,5,1997,12
CR_117513,0,36,34,2,1,1,0,1,2,1,316,1.0,92,142,34,9,2006,16
CR_108707,0,26,27,9,0,4,2,1,6,1,316,1.0,113,29,34,9,2005,8
CR_27207,0,19,19,1,3,6,4,2,6,1,249,1.0,103,142,34,7,1995,8
CR_25274,0,4,4,6,5,1,0,1,6,1,0,1.0,72,29,34,11,1995,18
CR_75544,1,9,10,7,3,15,10,1,5,1,174,1.0,103,130,34,10,2001,4
CR_91225,0,4,4,6,5,6,4,1,6,2,316,2.0,72,62,34,8,2003,16
CR_133177,0,37,37,0,0,7,1,0,5,1,174,1.0,92,142,34,7,2008,25
CR_47914,1,42,42,7,3,11,17,1,2,1,249,1.0,72,142,34,11,1997,18
CR_1729,0,33,32,2,1,5,6,1,6,1,249,1.0,103,29,34,11,1991,16
CR_161691,0,4,4,6,5,4,2,0,5,1,174,1.0,103,130,34,4,2013,23
CR_41832,0,4,4,6,5,1,0,0,5,1,249,1.0,72,80,34,7,1997,29
CR_193860,0,18,18,9,0,7,1,1,6,1,249,1.0,112,14,34,10,2018,29
CR_56676,0,3,2,3,5,1,0,0,5,1,174,1.0,98,130,34,5,1999,21
CR_161391,0,4,4,6,5,1,0,1,2,1,0,1.0,72,93,34,4,2013,29
CR_27658,1,22,22,7,3,15,10,0,5,1,174,1.0,72,93,34,12,1995,22
CR_160460,0,47,48,7,3,4,2,0,5,1,303,1.0,92,62,34,9,2012,13
CR_28319,0,24,24,0,0,7,1,1,6,1,0,1.0,72,29,34,12,1995,17
CR_76286,7,18,18,9,0,9,8,1,6,1,174,0.0,112,62,0,4,2001,10
CR_48930,0,3,2,3,5,1,0,1,6,1,0,1.0,98,103,34,8,1998,30
CR_99450,0,16,15,0,0,1,0,1,5,1,249,1.0,92,29,34,2,2004,24
CR_125502,0,39,39,6,5,7,1,0,5,1,174,1.0,72,107,34,3,2007,29
CR_147128,1,42,42,7,3,11,17,1,5,2,303,1.0,34,142,9,11,2010,5
CR_37671,0,33,32,2,1,5,6,0,5,1,174,0.0,112,93,43,4,1996,22
CR_55731,1,44,44,1,3,12,16,1,5,1,174,0.0,92,142,43,7,1998,12
CR_68721,0,24,24,0,0,6,4,1,6,1,0,1.0,12,107,34,9,2000,2
CR_7205,0,33,32,2,1,7,1,0,5,1,249,1.0,18,93,34,10,1992,21
CR_101192,0,26,27,9,0,7,1,4,2,1,316,1.0,72,142,34,7,2004,13
CR_75521,0,9,10,7,3,6,4,1,6,1,0,1.0,103,29,34,6,2001,8
CR_127860,0,4,4,6,5,1,0,0,5,1,174,1.0,103,93,34,5,2008,28
CR_177825,0,47,48,7,3,4,2,1,5,1,174,0.0,24,142,0,11,2015,27
CR_110405,0,37,37,0,0,7,1,1,6,1,316,1.0,112,130,34,8,2005,5
CR_15299,0,33,32,2,1,6,4,0,5,1,174,0.0,103,130,43,2,1993,27
CR_152836,1,36,34,2,1,15,10,0,5,2,290,0.0,18,53,46,12,2011,28
CR_50614,0,4,4,6,5,2,7,3,3,18,249,18.0,112,14,34,6,1998,4
CR_45724,0,33,32,2,1,6,4,0,5,1,174,0.0,72,93,48,3,1997,2
CR_165536,0,37,37,0,0,8,3,1,6,1,0,1.0,72,29,34,12,2013,7
CR_194237,0,21,23,4,1,6,4,0,5,1,174,1.0,111,93,34,11,2018,1
CR_11408,0,4,4,6,5,2,7,1,1,1,316,1.0,72,14,34,5,1993,23
CR_174532,0,21,23,4,1,6,4,0,5,1,174,0.0,72,93,23,4,2015,8
CR_130272,7,22,22,7,3,9,8,0,5,1,174,0.0,112,29,23,2,2008,16
CR_145515,0,33,32,2,1,7,1,1,6,1,249,1.0,112,80,34,1,2010,14
CR_122245,0,21,23,4,1,6,4,0,5,1,174,0.0,72,93,23,7,2007,10
CR_36373,3,22,22,7,3,9,8,0,5,1,174,0.0,92,29,23,5,1996,17
CR_23625,0,45,45,10,3,7,1,1,2,1,249,1.0,72,142,34,7,1994,25
CR_20865,0,33,32,2,1,6,4,8,6,1,249,1.0,103,29,34,4,1994,10
CR_172962,0,4,4,6,5,1,0,1,6,1,316,1.0,72,29,34,5,2015,10
CR_150218,0,17,16,0,0,2,7,3,6,1,316,1.0,103,29,34,2,2011,28
CR_77366,0,24,24,0,0,7,1,0,5,1,249,0.0,103,87,34,10,2001,20
CR_156217,0,17,16,0,0,5,6,1,6,1,0,1.0,103,142,34,4,2012,28
CR_33816,0,4,4,6,5,1,0,1,6,1,249,1.0,103,29,34,3,1996,25
CR_193018,0,5,5,3,5,4,2,1,2,2,249,2.0,72,6,34,4,2018,2
CR_68751,0,24,24,0,0,7,1,0,5,1,174,1.0,103,107,34,4,2000,29
CR_13042,0,16,15,0,0,1,0,1,3,1,316,1.0,103,29,34,2,1993,15
CR_25957,0,4,4,6,5,2,7,0,5,10,174,0.0,18,53,46,8,1995,25
CR_80718,0,44,44,1,3,9,8,1,2,1,74,0.0,34,29,34,8,2001,20
CR_115274,0,24,24,0,0,7,1,0,5,1,74,1.0,67,142,34,8,2006,10
CR_144925,0,26,27,9,0,3,5,1,5,1,174,0.0,112,119,23,10,2010,22
CR_47820,0,40,40,2,1,3,5,1,5,2,249,2.0,103,14,34,6,1997,12
CR_39103,0,36,34,2,1,5,6,1,2,1,303,1.0,92,142,34,1,1996,12
CR_77112,4,22,22,7,3,9,8,1,2,1,316,1.0,72,142,34,12,2001,5
CR_27084,0,16,15,0,0,1,0,2,2,2,316,2.0,72,142,34,11,1995,15
